-0.082132,-0.0010336
0.9649,-1.2863e-006
0.92403,0.0059401
-0.32143,-0.0026948
2.4869,0.003039
-0.32893,-0.0081396
-1.3408,5.5539e-005
3.3551,-0.0016276
2.717,0.0057001
0.069577,-0.0072173
-2.5095,0.0019384
1.3679,0.018163
0.10338,0.010206
-2.2345,-0.0023003
-3.0619,-0.0047423
-1.0989,-0.002662
1.4167,0.0037965
-1.6191,-0.00092378
-0.20513,0.0017173
1.4732,0.0054738
-2.3855,-0.0058845
2.0185,-0.0022136
0.78818,0.0061811
0.62268,0.0078785
-0.025604,-0.0097568
-1.682,0.0085198
1.0366,0.0029076
-2.0521,0.0034553
-1.4013,-0.0020663
-1.0997,-0.0067534
0.073962,0.0049127
0.47989,0.0047204
0.091029,0.06647
-2.0069,-0.0057592
-0.18737,-0.0039929
-3.7188,0.0030191
0.86457,-0.0026672
0.66219,-0.0023701
-2.0514,0.009146
0.20708,-3.9883e-005
-0.021028,-0.0044993
0.9533,-0.0068193
-2.7584,0.0091862
-0.12267,0.0060367
1.0538,0.0041386
1.7933,0.0036167
1.836,0.00097705
-0.60217,-0.0038479
-1.3883,0.0016991
0.9048,0.0078405
0.46207,-0.0023765
-0.79191,0.0017418
-0.92117,-0.0062781
1.0135,0.0012389
2.1832,0.00052991
-0.75325,0.0047859
1.3503,0.003855
-0.88393,0.002824
0.16907,-0.0033656
0.63621,0.00040796
1.672,0.052329
-3.2333,0.045923
0.20844,0.0029847
0.48259,-0.0012044
0.058326,0.0018091
2.5537,-0.004697
-0.30016,0.0043326
-0.085582,0.0019662
-1.2119,-0.008137
0.33649,-0.004584
-1.6382,0.0025737
0.38613,-0.0011228
-0.36419,0.0034551
-2.0781,-9.8093e-005
1.2647,-0.013918
1.2903,-0.0011433
0.74986,0.013667
-0.96436,0.0052605
0.67201,-0.0065705
-1.2235,0.0010139
3.3295,-0.020349
-0.92815,0.0018867
-1.5449,-0.0044672
1.1101,-0.012317
0.43661,-0.0033422
-1.3881,0.0067144
-2.0711,0.0028171
-1.4942,0.005688
2.9909,0.00020692
2.7668,-0.007485
-0.28212,0.0039363
-1.5315,-0.0036181
0.077613,-0.0039882
1.3493,0.0088356
-0.19374,-0.00016554
0.82701,0.0040895
-0.074944,0.0014352
-0.18257,-0.0010725
0.5606,0.0011304
0.85304,-0.0029685
